x,y,z,category,size
90.3,79.69,26.72,B,1
54.77,-89.91,-59.77,C,2
-45.22,44.88,-25.86,A,1
2.46,51.39,-72.15,C,2
74.77,72.58,6.13,B,3
-42.8,-39.22,53.34,E,3
60.14,64.78,-76.38,B,4
46.19,43.58,-3.07,A,4
-98.98,72.41,72.99,A,1
-50.2,26.87,91.93,C,2
-57.17,99.41,-65.28,A,4
39.54,29.95,-85.97,E,4
77.15,96.93,-13.87,B,2
73.26,14.72,-77.07,E,3
-64.16,-54.74,68.86,B,2
-97.19,89.38,17.02,C,3
30.86,-32.28,-63.55,C,3
-67.94,-72.57,-11.63,E,5
-2.4,68.82,31.58,B,4
53.8,33.65,-99.41,D,3
23.32,1.96,92.59,C,4
36.66,56.0,15.24,E,2
-78.7,89.14,-28.81,D,3
-21.91,-85.27,-56.13,D,1
82.22,89.2,-18.7,B,2
69.32,45.15,56.41,B,2
17.07,-78.29,-55.86,E,1
16.29,12.83,59.36,D,3
-43.24,-88.58,4.46,D,2
-80.12,87.22,-43.41,C,1
94.01,7.36,-9.36,B,4
4.91,59.23,-44.02,E,2
-83.59,40.56,-46.35,E,3
56.3,-41.54,-89.52,D,3
72.33,-63.34,-57.48,C,5
-94.99,-96.44,-10.56,A,2
-70.45,-25.99,70.25,C,1
-74.51,-44.62,84.0,A,3
83.31,19.68,35.05,B,3
62.94,10.56,-45.76,D,5
65.17,-51.28,-61.28,B,4
95.72,71.71,14.59,B,5
-57.78,-5.53,34.73,B,5
57.94,-61.41,-61.42,C,2
70.27,8.76,66.9,C,2
36.76,39.14,9.64,A,4
81.12,-94.92,-83.61,D,5
74.26,-1.91,-61.55,D,4
65.44,23.41,-1.86,B,1
73.27,26.23,-26.39,D,2
93.08,72.25,68.25,D,2
-26.39,68.33,-29.21,D,5
44.09,50.12,90.04,A,2
69.97,1.37,-43.21,C,2
27.04,-88.98,4.42,E,2
-26.36,-14.77,-5.7,A,1
42.33,-53.44,71.72,A,2
-39.73,-69.59,-77.35,D,3
-20.54,0.22,-95.5,D,4
-11.14,50.21,2.67,C,1
71.96,-5.49,-35.54,D,4
-3.26,-42.73,99.56,B,1
-62.87,97.92,-9.85,E,2
95.92,28.87,68.06,E,3
-82.72,-51.1,-0.0,C,4
-81.22,96.75,-52.88,B,3
-14.16,-86.3,25.63,C,5
53.84,18.23,-68.83,A,1
93.25,31.0,-52.25,E,1
18.56,3.41,54.18,E,3
77.83,-33.14,88.72,A,5
-57.69,77.01,99.62,E,1
-98.51,25.59,58.19,A,4
30.7,23.74,76.8,B,2
-80.76,-85.98,46.62,B,3
-82.28,-75.95,-48.24,E,3
-19.49,93.02,44.6,D,4
-39.05,-27.22,-6.71,B,5
-55.02,59.23,83.0,B,4
-6.61,-12.82,-37.37,B,3
26.53,76.77,40.86,D,4
-36.56,28.45,-53.99,D,4
-63.13,83.88,35.23,D,3
-0.12,28.72,-79.18,A,4
66.43,-5.78,-10.08,A,2
33.91,1.18,-1.12,A,4
-77.5,79.32,26.82,B,3
-13.53,-45.58,-88.74,B,4
62.29,-56.34,68.26,A,1
-57.37,-47.48,-48.92,C,3
-37.73,87.98,-9.94,C,3
-38.4,64.51,63.89,E,3
-75.29,-81.21,31.69,E,1
5.43,99.91,-66.65,C,3
71.98,22.76,69.23,D,1
50.95,-23.26,-98.19,A,1
90.74,68.57,25.02,E,3
-51.89,-81.26,16.25,B,5
-90.74,30.51,25.14,A,1
-23.03,-53.0,0.79,E,5
92.9,-85.67,-56.26,E,2
-17.43,3.16,-28.06,E,2
-54.3,-70.05,-73.46,E,1
-13.58,39.86,36.88,A,3
67.49,68.46,-39.41,C,2
15.49,-0.8,-42.92,A,2
14.78,17.09,96.83,D,3
-16.45,14.54,-62.89,B,1
-52.12,64.32,16.9,C,4
-16.01,-15.22,-88.81,C,2
99.45,-59.18,61.83,C,2
-72.07,-56.16,84.33,A,5
-69.55,-9.9,89.67,C,3
-3.71,16.07,-66.73,D,5
-19.29,-94.54,23.72,A,3
32.38,14.3,-0.4,B,4
94.33,-0.55,-1.22,C,4
34.93,36.01,77.05,D,5
10.94,-46.17,26.58,A,3
-62.49,-0.23,-13.79,B,2
35.54,-63.59,-62.98,E,2
19.71,-47.04,28.4,E,5
6.49,80.54,45.49,B,2
-13.0,-14.79,59.81,B,3
-18.62,67.58,-29.26,B,5
-61.62,-62.05,83.9,D,2
-90.22,47.35,-92.46,E,2
39.08,-81.5,-14.14,B,1
-8.33,95.82,-33.61,A,3
-16.96,-38.15,-75.73,D,3
61.15,-42.95,-96.66,B,3
-13.92,44.61,57.43,C,2
93.18,85.65,-28.49,A,2
3.51,61.24,-25.44,B,1
-85.54,-77.97,-75.5,C,1
-5.94,16.72,-99.22,E,1
31.95,-11.83,43.26,B,2
42.78,97.08,43.92,B,5
-60.35,-70.92,-98.23,D,4
13.1,-24.27,40.2,D,4
45.63,33.22,30.73,C,3
80.13,10.39,-63.24,C,4
38.85,2.09,11.72,D,1
0.07,98.01,-64.53,C,1
11.57,55.62,-51.89,E,1
-85.35,64.43,15.39,C,1
-78.16,-55.31,-34.97,B,2
49.34,-26.53,21.89,C,1
-43.05,12.33,56.51,E,4
-49.95,-71.12,-28.0,D,1
-27.87,96.35,71.6,D,1
-48.07,-16.86,-90.54,B,4
-96.26,-94.73,2.09,B,3
-60.03,-31.29,29.99,E,3
33.5,39.16,57.65,C,1
-10.31,-12.55,92.66,E,2
58.47,-78.3,87.84,A,2
59.29,40.86,-95.37,C,5
-18.22,-91.79,9.86,D,4
-28.18,-54.13,58.2,C,5
43.01,-36.83,38.79,E,5
46.93,-85.83,30.98,E,1
77.91,81.38,-4.44,D,3
-46.24,-64.5,47.17,E,3
-83.24,-69.93,80.65,B,3
-79.75,14.11,-82.29,A,1
38.76,-70.84,75.64,B,3
13.4,-17.97,-27.35,D,5
94.57,-42.97,-13.09,C,3
-29.31,-28.0,85.84,B,5
8.74,99.34,69.55,B,1
91.68,64.26,-58.09,B,1
33.33,47.97,36.71,A,3
-27.14,-28.23,87.93,C,2
-55.89,20.28,1.37,C,4
16.97,-80.54,28.93,C,4
46.94,-56.31,-77.14,C,5
36.27,89.28,-84.59,B,2
-46.67,63.53,69.19,D,3
-47.94,-21.21,-5.2,A,2
5.1,27.4,21.41,E,5
80.7,-15.84,68.31,E,2
-89.89,59.34,90.65,A,2
-56.1,-87.26,88.93,C,3
38.48,94.31,-93.76,E,1
88.97,8.6,47.41,A,3
36.61,-28.58,-92.97,E,1
-97.48,35.81,-24.64,E,1
-88.18,26.7,23.55,C,4
16.45,-91.53,7.95,E,5
15.76,-7.56,56.37,B,2
-49.57,-55.74,80.33,E,2
56.03,-62.82,-25.61,B,2
60.07,-49.61,73.28,A,1
86.14,13.98,-40.05,C,5
85.28,84.42,69.15,E,2
-34.22,39.77,42.97,E,2
91.98,29.12,17.32,C,1
-27.92,79.77,-90.77,D,2
37.41,59.6,-53.21,B,4
58.77,14.99,-71.98,D,2
-67.0,-98.09,-35.98,A,5
-39.24,-94.2,67.81,C,3
-98.6,-71.24,-50.18,D,5
46.85,-75.67,-58.85,B,1
-27.84,0.87,57.24,B,2
75.53,-67.47,41.95,B,5
57.79,-98.99,-11.82,B,4
-54.31,-69.69,-68.76,E,4
57.58,-46.21,2.76,B,5
37.7,27.04,44.7,B,3
-43.51,-56.5,-15.76,C,5
-20.79,55.35,-35.27,C,5
59.77,-78.17,48.06,D,2
-31.07,-23.39,-35.93,A,5
96.63,63.13,45.51,D,3
-67.58,33.85,77.12,E,5
-18.63,-5.43,3.96,C,2
-74.56,58.77,30.86,E,5
-99.47,-10.21,-45.22,E,3
-22.52,59.23,85.92,C,1
0.47,-29.43,35.49,C,1
54.68,65.06,71.02,A,3
64.39,92.84,5.49,B,1
98.82,57.0,53.44,D,5
80.62,12.52,-98.41,E,1
-25.87,12.02,-90.26,E,3
-49.39,-62.52,29.31,E,3
97.97,-75.33,7.1,C,3
65.03,-61.85,30.17,A,2
-97.76,-55.03,-15.81,E,2
-7.01,42.75,-73.05,C,1
-28.41,-74.66,-60.96,E,3
-62.3,-37.58,72.55,D,5
-57.82,-17.65,-10.12,D,4
63.31,-24.53,30.86,E,4
44.47,98.76,-87.67,D,2
43.0,39.29,63.63,E,5
-23.41,-89.47,58.31,B,5
-31.19,-30.48,-66.4,D,4
-26.51,74.21,-4.34,E,5
42.29,-10.82,-9.74,D,4
-67.94,-80.96,63.06,A,2
49.45,78.24,41.11,B,5
-9.62,99.24,-49.96,E,3
-48.01,-36.4,60.3,A,1
-23.06,-19.18,54.71,A,1
-86.75,-48.84,28.44,E,1
17.79,4.0,-19.48,D,4
50.07,-24.4,22.32,A,4
-53.2,-6.08,81.17,D,4
47.42,40.09,48.01,E,5
58.14,-3.98,-59.24,D,5
87.79,39.56,92.24,B,5
72.01,-6.14,7.67,E,2
-57.36,-34.03,-78.32,C,2
-63.8,-79.84,18.67,B,1
82.91,-42.16,-64.45,D,5
-77.91,32.59,94.37,E,5
85.13,32.14,72.09,A,2
-21.17,94.37,-75.83,E,3
24.28,-67.1,-43.77,A,5
30.18,-57.21,68.34,E,5
-88.15,-8.58,-77.48,E,1
-89.96,16.15,-82.16,D,5
-15.83,22.8,-58.72,C,1
-39.82,-48.86,2.49,B,2
25.57,-76.06,52.48,E,2
-41.75,28.8,-5.31,D,1
30.83,-67.46,79.2,B,4
-97.8,48.83,51.85,A,1
-81.11,16.25,60.59,B,2
-42.09,49.54,23.49,A,1
-74.87,37.83,-89.07,E,1
18.28,-87.11,-87.35,A,4
-23.88,-50.99,-2.34,B,3
-6.9,-42.24,-16.56,C,3
-81.34,31.42,78.2,A,5
65.96,40.89,80.85,E,4
36.42,-86.14,28.77,C,5
-95.34,-36.03,63.85,C,3
99.03,-70.0,55.23,A,4
-16.45,60.0,-72.03,D,3
-3.98,-49.12,-19.75,B,2
93.74,-84.32,-16.12,D,3
-59.94,74.02,74.15,A,4
48.53,13.5,-7.83,E,1
53.97,83.92,28.37,E,3
-94.53,-76.77,94.92,D,2
-99.13,-43.98,-89.42,D,5
27.03,42.67,-22.13,D,3
10.41,1.88,64.94,A,1
-41.43,13.47,24.82,C,3
4.63,-62.06,-5.51,E,1
20.52,-56.24,-92.31,B,2
60.27,-26.23,-52.04,C,5
-87.06,50.1,-8.51,C,4
39.25,76.93,-31.05,C,4
24.22,-87.73,-63.54,A,1
79.57,37.95,92.9,A,2
44.91,-89.89,30.92,A,2
-30.64,-18.7,36.39,E,4
-91.64,8.3,-33.63,A,5
-28.14,-22.55,-0.26,C,4
-70.38,59.55,-30.46,B,2
-22.12,-67.9,-69.83,C,3
72.19,26.03,94.94,B,2
-83.13,84.69,-68.03,E,3
7.34,-15.45,-74.56,E,5
-83.51,79.41,51.18,E,1
34.95,77.13,2.52,C,4
-91.46,-1.34,-61.93,B,3
64.09,11.26,-15.56,B,2
-3.86,-57.99,-5.72,D,4
-56.83,11.08,7.29,B,1
67.67,-21.75,5.96,A,3
-39.25,-81.13,39.42,B,2
75.42,79.82,28.2,C,3
-19.02,76.13,-80.22,A,3
35.5,-94.09,97.6,C,2
-38.06,-23.24,-69.53,D,5
-98.98,-62.0,-89.29,B,4
-12.03,27.47,61.31,B,2
-74.68,17.89,-48.88,E,4
-87.09,-95.03,72.72,A,2
93.03,36.87,42.97,C,2
-40.43,37.53,-95.33,B,5
19.38,25.89,-17.7,C,4
30.57,-68.03,-98.73,B,4
-23.8,-13.65,-76.4,B,2
-64.47,84.31,17.5,E,5
-89.78,-47.13,-98.3,E,3
27.4,-30.48,-2.76,A,1
62.33,-53.97,28.58,E,2
-28.65,-95.42,-75.74,B,1
17.59,79.87,-27.64,E,4
52.22,-33.59,92.89,D,1
22.17,1.16,22.79,C,4
55.7,67.91,-76.27,E,2
74.34,18.02,71.08,C,2
-23.28,22.01,-27.13,B,3
50.7,-18.44,84.16,C,4
29.33,-66.81,28.69,D,5
50.08,81.36,5.59,D,1
85.18,59.73,59.54,B,2
-11.09,30.9,-68.83,C,2
47.4,55.32,-29.89,B,3
14.2,60.0,75.89,C,1
-97.72,9.29,14.4,C,3
-23.17,82.21,-39.86,A,5
-77.76,53.9,-96.09,D,1
93.43,71.67,-86.23,A,4
-53.21,84.11,-48.42,D,5
1.84,-53.81,-91.24,A,1
-21.42,88.7,40.46,A,2
23.57,-98.53,58.4,A,3
-24.9,-75.15,-20.13,D,2
-58.15,-17.97,86.19,A,4
-45.12,-2.96,76.85,B,4
-62.21,24.44,-78.83,D,3
-17.77,0.4,5.07,D,1
23.88,-70.38,84.52,E,1
83.51,-12.37,-5.21,B,3
30.38,-24.75,-29.43,D,2
-33.37,-60.7,-98.95,B,4
-77.28,63.29,70.11,A,1
-96.11,-9.95,0.33,D,1
-73.9,6.07,49.25,C,3
-37.99,51.95,-8.5,E,5
30.69,47.1,-26.05,E,5
99.62,80.99,69.72,E,2
-96.28,58.04,-40.29,E,4
17.54,71.43,-70.63,E,3
-20.69,-14.94,-19.63,C,2
-84.4,-86.9,44.37,C,2
-81.43,80.87,-67.63,E,3
52.08,-32.77,70.29,E,3
81.73,-97.04,30.45,B,1
20.55,-5.77,-71.72,C,4
50.69,-38.37,-66.5,D,1
43.64,52.39,10.69,B,3
-89.83,51.8,7.81,D,2
9.38,66.06,45.59,E,3
-20.77,-24.08,-58.77,D,2
-65.32,-88.59,55.83,B,2
-86.42,-82.8,-96.59,E,5
-81.14,-84.46,41.38,E,1
-56.69,-57.16,-23.21,D,5
-77.79,8.78,10.94,D,4
-90.62,82.62,-85.31,E,4
6.49,16.84,-59.83,B,2
-55.96,24.7,56.16,E,1
-86.51,68.86,-80.53,D,2
13.11,80.73,-24.18,A,1
92.55,27.06,24.91,C,1
-89.21,98.52,46.57,A,5
51.04,83.75,-23.6,C,1
46.28,-42.52,30.66,B,5
78.38,11.52,8.41,D,1
-71.54,-25.72,-40.7,C,4
68.24,-63.83,-41.84,B,5
30.83,9.73,-79.82,E,1
38.48,-14.46,93.67,A,2
21.71,25.4,-47.62,A,4
-79.96,-25.48,23.05,D,2
-95.03,89.48,-51.05,E,1
62.53,95.06,-62.65,A,2
77.5,18.59,-65.02,A,5
-91.92,16.47,-38.33,A,1
19.27,-48.63,23.9,B,5
-0.6,44.27,-88.69,C,2
55.52,-25.34,85.34,C,4
-60.19,91.88,30.44,B,5
8.98,86.45,88.59,D,3
-6.02,14.07,50.92,B,2
-47.99,72.85,84.4,C,5
-66.45,-73.63,2.37,A,4
91.91,49.03,17.19,B,4
21.97,29.63,81.75,A,5
97.98,-17.67,87.85,C,5
0.59,-91.17,-57.21,D,4
53.85,-89.01,-51.28,C,1
61.46,28.6,4.43,C,3
-10.53,71.01,96.85,A,4
-56.54,-26.22,20.34,A,5
27.19,-88.34,-92.77,E,1
59.52,-63.28,3.29,B,5
-47.57,-52.65,-59.64,C,1
42.8,-29.28,4.59,D,4
-54.21,-14.25,59.09,B,2
40.93,-10.74,-25.69,A,4
33.29,10.38,-81.03,D,3
-76.2,51.64,20.54,D,2
-40.36,-21.85,-1.31,D,3
-11.4,69.56,-92.01,A,5
-18.15,-53.32,-88.19,B,1
-27.38,68.17,-0.07,E,4
64.99,97.73,42.39,E,1
-76.09,28.64,88.44,A,3
-6.37,-42.36,-6.53,E,3
-78.73,-67.04,-85.19,A,3
43.95,80.0,-11.82,E,3
32.3,80.24,54.05,B,5
-72.18,-96.13,31.29,E,5
-84.02,93.74,29.66,C,3
47.91,89.07,35.35,C,4
88.91,38.69,-4.34,B,1
-24.99,52.04,-88.21,B,5
-89.69,13.31,59.83,D,2
42.68,63.16,-86.35,E,1
10.06,44.75,-52.07,B,3
2.63,-24.24,-86.92,A,3
-45.54,77.59,-32.12,C,5
12.19,-99.75,17.95,D,3
2.31,-29.65,-96.54,D,3
96.83,53.05,12.86,E,3
-67.73,-40.45,93.08,C,3
-35.12,62.25,84.1,B,1
-74.85,65.19,-58.91,B,2
10.18,-33.01,43.47,A,3
23.16,-17.57,59.64,C,5
-6.6,-79.97,83.69,A,3
26.16,50.53,86.01,E,4
67.23,-91.89,57.55,E,3
22.01,16.43,-16.44,A,2
-15.54,9.86,-63.68,D,2
-82.8,-49.41,59.09,D,5
-24.8,-75.64,-21.85,B,4
76.51,63.33,53.78,E,4
90.37,-39.92,-76.53,A,5
-80.63,-78.63,-48.33,B,3
-62.29,-85.97,-6.96,D,2
-20.85,32.64,41.67,B,3
-70.68,-61.8,16.18,B,2
79.49,-55.69,72.6,C,4
-75.57,-10.39,87.22,E,3
-61.82,-45.82,42.75,A,4
-82.28,69.07,72.57,D,4
58.43,-35.53,-57.64,D,1
90.45,93.94,0.16,D,5
-58.77,23.63,-10.99,C,1
14.66,-85.75,85.67,C,3
-53.0,-90.62,-47.38,C,1
32.29,98.17,-7.7,D,4
-3.99,38.74,55.2,C,3
39.24,-71.34,93.56,B,2
-41.64,-94.36,-17.96,B,3
-19.92,90.55,-78.22,C,5
-42.69,99.79,-42.68,E,5
-29.13,-49.66,-36.73,D,2
-75.73,-72.61,79.01,E,2
21.5,6.93,-57.34,C,2
-21.02,-93.87,6.44,C,5
-30.23,48.33,11.29,E,5
-68.71,40.54,70.79,C,5
-28.75,-18.76,-83.4,C,4
-21.99,-55.19,-53.28,E,3
89.04,-8.18,-99.85,A,3
-50.07,-22.77,31.87,A,5
-52.57,-62.42,70.61,C,3
73.96,-45.17,-99.19,E,3
-48.02,68.48,76.87,B,4
-81.46,78.93,79.86,A,4
36.81,-42.43,-89.23,E,1
-43.7,80.21,-38.27,A,4
8.34,-91.35,86.07,D,5
-84.3,-10.3,7.0,A,4
68.33,96.18,-84.46,A,1
21.73,-60.39,64.77,B,4
2.07,98.17,-16.18,B,2
-16.03,-89.88,39.2,E,1
93.54,-59.64,82.74,C,5
35.15,-5.69,-68.44,D,1
0.97,-97.81,34.76,B,1
-22.91,77.54,75.35,E,5
66.94,69.46,0.13,B,4
16.39,-40.95,-87.59,A,5
95.56,10.43,-78.73,E,3
-85.73,45.62,-4.26,B,1
42.4,20.73,-56.3,E,3
-33.58,-56.31,-79.23,C,5
-77.22,38.98,-68.85,A,5
26.37,-97.5,69.8,C,2
12.24,56.02,52.49,D,5
41.08,58.65,-85.04,A,3
18.85,-40.7,48.35,A,1
72.76,-72.93,37.53,A,4
-21.25,-12.53,81.41,B,1
-34.91,14.0,34.39,A,1
10.82,99.6,-94.21,C,4
-84.29,18.6,-97.45,E,2
-54.25,26.3,14.07,A,5
-82.1,-58.67,-98.25,E,3
9.34,14.0,-88.51,E,4
83.51,-43.91,17.84,A,2
44.63,-83.51,58.3,E,1
80.39,-14.73,86.54,C,3
-19.31,-68.1,-51.94,C,1
-91.98,-3.39,69.09,C,4
44.54,74.41,44.74,C,3
-49.54,-60.93,-50.73,B,2
43.06,-44.46,-67.4,E,1
59.62,15.2,-76.1,C,5
-33.46,-53.28,-44.69,E,2
95.82,-35.38,20.88,E,4
19.15,62.48,-93.82,B,5
55.99,45.48,-61.29,B,5
80.13,-20.51,71.34,C,3
87.07,31.61,-14.93,B,5
47.13,28.67,-56.06,E,2
-79.44,-83.89,-5.84,D,1
61.03,6.61,38.44,E,2
-78.05,99.94,-74.12,B,2
-99.23,-2.69,-92.06,A,2
8.72,-29.81,48.54,B,3
53.39,-83.64,79.95,B,3
35.15,-80.41,-53.32,E,4
-92.79,-18.17,-16.65,A,5
72.99,57.42,-61.92,A,1
73.73,47.14,-80.54,E,2
-38.96,58.11,6.48,D,3
17.73,37.39,-2.89,A,1
71.86,-26.24,57.45,A,4
89.62,13.26,41.77,A,1
-86.56,-30.31,53.62,D,2
58.5,-80.95,79.45,D,1
81.38,78.28,-75.35,E,5
-61.5,42.63,-64.22,C,3
-24.83,56.4,-12.48,A,4
-59.07,-74.63,-69.51,B,3
33.21,32.75,4.12,A,3
-23.94,-53.51,69.14,D,1
-10.25,8.7,70.71,C,5
52.16,-79.82,-59.22,E,5
94.79,-62.36,-54.83,E,1
-90.64,-24.08,-32.71,C,1
-11.59,-15.49,61.23,B,1
-55.51,13.48,-52.34,B,1
7.76,-91.43,67.32,C,5
18.6,46.28,-33.18,E,5
-6.13,-66.68,53.42,B,5
5.44,43.44,26.6,C,1
8.72,-79.11,-82.79,E,1
83.72,-12.98,60.14,C,3
28.78,25.54,44.98,B,5
20.07,-51.72,8.13,B,4
-21.36,41.65,-37.07,C,2
58.01,-64.0,-5.79,C,3
24.54,-26.0,40.34,D,1
-73.93,-42.79,52.48,C,4
49.62,-19.4,-30.19,D,3
-68.49,-54.3,-87.52,A,5
89.46,-51.37,-4.34,A,5
-51.75,39.71,-63.3,A,3
82.01,57.86,-17.26,A,4
20.67,-64.43,-71.84,A,3
18.74,3.56,-50.83,C,4
-32.4,25.03,62.74,E,3
81.86,-35.36,3.2,E,4
57.6,37.2,-74.29,C,1
72.23,77.69,-47.48,B,2
-68.23,25.56,1.66,B,5
-29.81,-14.53,36.84,A,4
83.81,52.59,-7.71,A,2
13.79,21.63,8.6,C,4
81.24,-7.25,57.22,E,3
14.1,87.62,90.2,C,4
85.13,-70.02,73.95,C,3
-6.05,-97.01,19.35,A,1
-45.22,-78.82,44.66,B,1
-51.6,-17.9,-38.6,A,1
16.46,-15.22,95.77,E,5
66.15,84.63,-94.06,D,2
0.57,-37.43,53.59,E,4
-89.06,-29.66,-74.91,C,2
-41.51,60.32,16.59,E,1
91.83,-56.39,-6.95,D,5
-50.57,97.88,31.21,C,4
85.1,-21.89,-66.25,B,2
31.41,-75.85,-69.74,B,1
-98.72,3.9,-35.5,E,4
62.53,-96.23,-24.89,A,4
-24.6,46.36,-64.84,E,2
27.4,-31.64,-81.35,A,3
55.27,42.89,57.81,A,5
9.8,64.78,-35.73,A,3
47.84,-12.33,-30.67,B,1
-59.96,87.35,-13.3,E,3
59.86,-29.45,21.7,E,5
-60.65,73.5,-50.16,A,3
10.56,68.8,85.49,B,4
66.29,99.0,-64.43,C,3
86.57,6.88,-98.5,C,4
-54.05,-19.52,12.36,B,4
-86.12,7.09,9.58,E,4
-30.26,-67.05,99.6,E,5
-69.81,-64.96,-71.72,B,5
-14.54,29.76,63.13,E,5
-8.55,51.67,-2.94,D,1
-51.23,-93.39,-45.17,B,5
-95.3,-86.21,-0.07,E,5
53.16,60.6,33.48,C,1
-61.09,21.2,-21.46,B,1
8.92,0.8,78.2,A,2
25.22,80.68,-26.7,C,1
-59.19,-1.9,-80.74,D,1
95.93,63.09,-42.26,B,4
50.17,88.37,-57.78,D,2
98.47,12.41,-30.1,B,3
54.64,-42.25,-79.4,E,1
-82.97,-3.18,-54.62,D,1
-18.02,8.32,-95.62,D,3
96.96,-0.12,-53.3,D,3
2.15,69.65,20.25,A,4
-30.97,-66.05,-95.6,A,4
58.43,-50.09,53.37,A,4
-99.7,11.6,-36.13,D,3
-24.49,-46.04,-30.98,C,5
-13.05,19.54,53.64,B,1
86.49,59.27,-47.8,D,2
-43.03,-29.97,-14.81,E,2
19.76,7.86,-18.05,E,4
87.92,96.75,57.19,A,4
-53.49,-71.85,-41.81,D,2
-82.33,-31.11,57.46,B,5
-93.29,-14.26,-9.9,C,3
65.79,76.84,-46.05,A,3
-92.67,20.01,-96.42,A,1
-72.52,27.98,-27.1,A,3
58.4,-6.82,-8.0,E,3
-4.73,-68.53,11.84,E,5
-75.85,-64.44,35.26,D,4
-71.2,88.16,72.64,B,1
45.74,49.76,27.47,A,5
-15.32,-32.06,45.46,B,2
82.11,-47.42,81.41,B,5
21.86,-46.39,31.96,D,5
25.14,9.96,91.75,E,5
64.4,-36.05,78.43,E,4
24.9,-87.04,25.93,B,1
88.05,-32.85,-27.3,C,5
-69.89,-52.1,78.48,D,3
-99.9,-16.3,-14.89,D,3
5.71,-31.82,26.39,E,5
20.96,88.47,27.83,D,2
-50.7,-80.51,53.25,B,5
-49.65,-30.9,-88.0,B,5
-88.47,-57.51,-22.62,E,2
74.23,90.9,3.35,A,4
30.59,-52.81,-88.42,A,4
-86.58,-30.1,-80.71,E,4
-87.34,72.8,5.95,B,2
66.13,-61.15,91.52,B,1
88.01,-55.34,50.5,B,5
13.12,23.3,13.78,E,3
-76.65,33.19,-94.63,E,5
31.11,-39.36,39.08,E,1
42.38,21.89,-22.35,A,4
-86.7,-63.88,-15.09,B,3
61.9,88.54,11.98,C,1
68.87,-87.02,39.79,E,3
-84.14,37.01,-84.29,E,3
-45.64,-82.91,-90.87,D,2
28.38,28.86,-27.22,E,4
-91.23,-19.7,-84.87,E,2
-88.87,-4.94,-37.76,B,2
24.16,-77.2,-71.27,D,5
42.29,-92.5,-95.71,A,2
-99.47,-18.93,-57.74,D,2
-13.02,89.26,-70.9,C,4
-11.5,37.49,20.13,D,1
6.14,-24.22,-24.39,C,5
-51.05,90.95,-43.06,B,1
-74.79,-46.35,-14.84,C,5
-46.58,-58.15,-66.78,C,5
14.54,67.23,58.52,A,1
88.25,99.43,-80.08,E,1
37.91,-78.48,-19.38,B,1
-85.01,40.21,-25.71,B,2
88.81,-68.59,11.57,A,4
26.29,31.06,29.18,E,1
-83.89,17.75,78.31,C,5
56.49,-32.68,59.88,B,3
-52.28,-77.76,-40.91,E,2
78.85,18.5,-9.23,D,4
33.2,54.86,-22.32,E,4
-86.55,87.43,20.5,C,4
-26.73,-6.81,-6.55,D,4
79.45,60.99,-19.52,E,1
81.97,-85.97,94.0,E,1
78.77,-2.27,-2.12,C,3
-20.88,31.11,-97.95,B,3
14.7,-49.74,-11.13,B,3
40.84,80.31,-30.36,D,4
-0.37,-99.43,13.35,E,2
3.84,-72.35,-62.14,A,2
-41.31,-55.14,-50.15,A,5
62.79,-50.32,-99.15,B,3
53.3,12.3,-68.4,B,5
88.57,-5.16,-50.63,E,1
-5.37,70.34,41.01,D,2
-35.54,37.83,-25.69,C,3
37.05,74.56,68.48,E,1
98.19,-54.88,-22.01,A,2
-19.3,-93.0,-74.24,E,1
28.23,23.49,32.27,C,2
44.39,-58.3,51.5,B,2
31.74,16.84,-53.86,B,1
99.21,-86.57,8.66,B,3
-41.49,78.96,-41.67,C,3
-80.76,-10.81,-58.61,B,4
-29.65,43.1,-99.36,D,4
86.6,-29.8,89.01,C,3
50.47,-30.44,-72.44,A,3
-88.45,81.24,-24.39,D,1
-39.3,27.14,-48.95,C,2
29.73,-30.86,39.69,A,4
-13.36,-82.89,-20.74,E,2
-26.81,-93.68,-36.56,C,4
68.38,-64.45,75.48,C,3
93.41,95.22,-22.87,E,3
-76.42,-32.55,-73.63,C,4
-35.69,-23.18,-91.56,E,2
-43.12,73.27,78.02,A,4
23.04,71.08,15.96,C,4
88.21,-61.03,68.44,C,1
-44.87,90.77,-14.26,D,5
93.69,48.59,-90.82,C,3
8.62,-7.97,-54.28,C,2
92.13,-26.73,-56.26,D,4
89.29,-97.81,29.02,B,2
-48.45,-62.45,-31.63,E,1
4.89,-95.38,-80.39,C,1
-12.86,34.64,-3.83,D,2
-94.27,-55.39,85.42,B,5
38.18,-81.18,89.68,B,2
-64.25,-45.71,-95.81,A,3
78.19,68.27,-97.12,E,4
-88.34,-11.98,29.2,B,3
-71.51,-69.63,-68.75,B,3
41.9,55.75,-48.44,E,1
-28.84,61.12,87.75,B,5
-27.32,-44.03,-45.64,E,2
26.79,-0.47,-93.08,B,2
47.91,68.73,-59.74,B,4
71.62,-2.97,-17.56,D,2
59.94,-86.89,1.22,E,3
-23.96,66.84,44.77,C,3
65.49,8.48,42.26,B,3
9.1,-74.39,4.54,A,2
-40.92,-21.6,-97.61,D,3
73.0,9.04,-64.98,D,2
79.54,76.34,49.98,C,5
39.79,-85.24,3.99,E,4
-84.98,-47.52,-71.89,B,4
-22.76,-70.12,-89.01,E,3
-25.63,67.61,-26.79,C,5
63.88,65.71,-79.54,B,2
